depth_fsw,bottom_time_min,gas_mix,time_to_first_stop,stop_130,stop_120,stop_110,stop_100,stop_90,stop_80,stop_70,stop_60,stop_50,stop_40,stop_30,stop_20,total_ascent_time,chamber_o2_periods,repeat_group,section,source_page,notes
110,80,AIR,2:20,,,,,,,,,,9,28,200,,2.5,,csv_import,,
110,90,AIR,2:20,,,,,,,,,,18,28,249,,3.5,,csv_import,,
110,100,AIR,2:20,,,,,,,,,,25,28,295,,3.5,,csv_import,,
110,110,AIR,2:00,,,,,,,,,5,26,28,353,,4,,csv_import,,
110,120,AIR,2:00,,,,,,,,,10,26,35,413,,4.5,,csv_import,,
110,180,AIR,1:40,,,,,,,,3,23,47,68,593,,7.5,,csv_import,,
120,3,AIR,,,,,,,,,,,,,,,,A,no_decompression,,
120,5,AIR,,,,,,,,,,,,,,,,B,no_decompression,,
120,7,AIR,,,,,,,,,,,,,,,,C,no_decompression,,
120,10,AIR,,,,,,,,,,,,,,,,D,no_decompression,,
120,12,AIR,,,,,,,,,,,,,,,,E,no_decompression,,
120,15,AIR,,,,,,,,,,,,,,,,F,no_decompression,,
120,20,AIR,3:20,,,,,,,,,,,,4,,0.5,H,csv_import,,
120,25,AIR,3:20,,,,,,,,,,,,9,,0.5,J,csv_import,,
120,30,AIR,3:20,,,,,,,,,,,,24,,0.5,L,csv_import,,
120,35,AIR,3:20,,,,,,,,,,,,38,,1,N,csv_import,,
120,40,AIR,3:00,,,,,,,,,,,2,49,,1,O,csv_import,,
120,45,AIR,3:00,,,,,,,,,,,3,71,,1.5,Z,csv_import,,
120,50,AIR,3:00,,,,,,,,,,,10,85,,1.5,Z,csv_import,,
120,55,AIR,3:00,,,,,,,,,,,19,116,,2,Z,csv_import,,
120,60,AIR,3:00,,,,,,,,,,,27,142,,2,Z,csv_import,,
120,70,AIR,2:40,,,,,,,,,,13,28,190,,2.5,,csv_import,,
120,80,AIR,2:40,,,,,,,,,,24,28,246,,3,,csv_import,,
120,90,AIR,2:20,,,,,,,,,7,26,28,303,,3.5,,csv_import,,
120,100,AIR,2:20,,,,,,,,,15,25,28,372,,4,,csv_import,,
120,110,AIR,2:20,,,,,,,,,21,25,38,433,,5,,csv_import,,
120,120,AIR,2:00,,,,,,,,3,23,25,47,480,,5.5,,csv_import,,
130,2,AIR,,,,,,,,,,,,,,,,A,no_decompression,,
130,4,AIR,,,,,,,,,,,,,,,,B,no_decompression,,
130,6,AIR,,,,,,,,,,,,,,,,C,no_decompression,,
130,9,AIR,,,,,,,,,,,,,,,,D,no_decompression,,
130,11,AIR,,,,,,,,,,,,,,,,E,no_decompression,,
130,12,AIR,,,,,,,,,,,,,,,,F,no_decompression,,
130,15,AIR,3:40,,,,,,,,,,,,3,,0.5,G,csv_import,,
130,20,AIR,3:40,,,,,,,,,,,,8,,0.5,I,csv_import,,
130,25,AIR,3:40,,,,,,,,,,,,17,,0.5,K,csv_import,,
130,30,AIR,3:20,,,,,,,,,,,2,32,,1,M,csv_import,,
130,35,AIR,3:20,,,,,,,,,,,5,44,,1,O,csv_import,,
130,40,AIR,3:20,,,,,,,,,,,6,66,,1.5,Z,csv_import,,
130,45,AIR,3:00,,,,,,,,,,1,11,84,,1.5,Z,csv_import,,
130,50,AIR,3:00,,,,,,,,,,2,20,118,,2,Z,csv_import,,
130,55,AIR,3:00,,,,,,,,,,4,28,146,,2,Z,csv_import,,
130,60,AIR,3:00,,,,,,,,,,12,28,170,,2.5,Z,csv_import,,
130,70,AIR,2:40,,,,,,,,,1,26,28,235,,3,,csv_import,,
130,80,AIR,2:40,,,,,,,,,12,26,28,297,,3.5,,csv_import,,
130,90,AIR,2:40,,,,,,,,,22,25,28,375,,4,,csv_import,,
130,100,AIR,2:20,,,,,,,,6,23,26,38,444,,5,,csv_import,,
130,120,AIR,2:20,,,,,,,,17,24,27,57,534,,6,,csv_import,,
130,180,AIR,2:00,,,,,,,13,21,45,57,94,658,,9,,csv_import,,
140,2,AIR,,,,,,,,,,,,,,,,A,no_decompression,,
140,4,AIR,,,,,,,,,,,,,,,,B,no_decompression,,
140,6,AIR,,,,,,,,,,,,,,,,C,no_decompression,,
140,8,AIR,,,,,,,,,,,,,,,,D,no_decompression,,
140,10,AIR,,,,,,,,,,,,,,,,E,no_decompression,,
140,15,AIR,4:00,,,,,,,,,,,,5,,0.5,H,csv_import,,
140,20,AIR,4:00,,,,,,,,,,,,13,,0.5,J,csv_import,,
140,25,AIR,3:40,,,,,,,,,,,,24,,1,L,csv_import,,
140,30,AIR,3:40,,,,,,,,,,,,37,,1,N,csv_import,,
140,35,AIR,3:20,,,,,,,,,,2,7,58,,1.5,O,csv_import,,
140,40,AIR,3:20,,,,,,,,,,4,7,82,,1.5,Z,csv_import,,
140,45,AIR,3:20,,,,,,,,,,5,18,114,,2,Z,csv_import,,
140,50,AIR,3:20,,,,,,,,,,8,27,145,,2,Z,csv_import,,
140,55,AIR,3:00,,,,,,,,,1,15,29,171,,2.5,Z,csv_import,,
140,60,AIR,3:00,,,,,,,,,2,23,28,209,,3,,csv_import,,
140,70,AIR,3:00,,,,,,,,,14,25,29,276,,3.5,,csv_import,,
140,80,AIR,2:40,,,,,,,,2,24,25,29,362,,4,,csv_import,,
140,90,AIR,2:40,,,,,,,,12,23,26,38,443,,5,,csv_import,,
150,3,AIR,,,,,,,,,,,,,,,,A,no_decompression,,
150,5,AIR,,,,,,,,,,,,,,,,B,no_decompression,,
150,7,AIR,,,,,,,,,,,,,,,,C,no_decompression,,
150,8,AIR,,,,,,,,,,,,,,,,E,no_decompression,,
150,10,AIR,4:20,,,,,,,,,,,,2,,0.5,F,csv_import,,
150,15,AIR,4:20,,,,,,,,,,,,8,,0.5,H,csv_import,,
150,20,AIR,4:00,,,,,,,,,,,2,15,,0.5,K,csv_import,,
150,25,AIR,4:00,,,,,,,,,,,7,29,,1,M,csv_import,,
150,30,AIR,3:40,,,,,,,,,,4,7,45,,1.5,O,csv_import,,
150,35,AIR,3:40,,,,,,,,,,6,7,74,,1.5,Z,csv_import,,
150,40,AIR,3:20,,,,,,,,,2,6,14,106,,2,Z,csv_import,,
150,45,AIR,3:20,,,,,,,,,3,8,24,142,,2,Z,csv_import,,
150,50,AIR,3:20,,,,,,,,,4,14,28,170,,2.5,Z,csv_import,,
150,55,AIR,3:20,,,,,,,,,7,21,28,212,,3,,csv_import,,
150,60,AIR,3:20,,,,,,,,,11,26,28,248,,3,,csv_import,,
150,70,AIR,3:00,,,,,,,,3,24,25,28,330,,4,,csv_import,,
150,80,AIR,3:00,,,,,,,,15,23,26,35,430,,4.5,,csv_import,,
150,90,AIR,2:40,,,,,,,3,22,23,26,47,496,,5.5,,csv_import,,
150,120,AIR,2:20,,,,,,3,20,22,23,50,75,608,,8,,csv_import,,
150,180,AIR,2:00,,,,,2,19,20,42,48,79,121,694,,10.5,,csv_import,,
160,3,AIR,,,,,,,,,,,,,,,,A,no_decompression,,
160,5,AIR,,,,,,,,,,,,,,,,B,no_decompression,,
160,6,AIR,,,,,,,,,,,,,,,,C,no_decompression,,
160,7,AIR,,,,,,,,,,,,,,,,E,no_decompression,,
160,10,AIR,4:40,,,,,,,,,,,,4,,0.5,F,csv_import,,
160,15,AIR,4:20,,,,,,,,,,,2,10,,0.5,I,csv_import,,
160,20,AIR,4:00,,,,,,,,,,1,4,19,,0.5,L,csv_import,,
160,25,AIR,4:00,,,,,,,,,,4,7,35,,1,N,csv_import,,
160,30,AIR,3:40,,,,,,,,,2,6,7,62,,1.5,Z,csv_import,,
160,35,AIR,3:40,,,,,,,,,4,6,8,89,,1.5,Z,csv_import,,
160,40,AIR,3:40,,,,,,,,,6,6,21,134,,2,Z,csv_import,,
160,45,AIR,3:20,,,,,,,,2,5,11,28,166,,2.5,Z,csv_import,,
160,50,AIR,3:20,,,,,,,,2,8,19,28,207,,3,,csv_import,,
160,55,AIR,3:20,,,,,,,,3,11,26,28,248,,3,,csv_import,,
160,60,AIR,3:20,,,,,,,,6,17,25,29,291,,3.5,,csv_import,,
160,70,AIR,3:20,,,,,,,,15,23,26,29,399,,4.5,,csv_import,,
160,80,AIR,3:00,,,,,,,6,21,24,25,44,482,,5.5,,csv_import,,
170,4,AIR,,,,,,,,,,,,,,,,A,no_decompression,,
170,6,AIR,,,,,,,,,,,,,,,,D,no_decompression,,
170,10,AIR,5:00,,,,,,,,,,,,6,,0.5,G,csv_import,,
170,15,AIR,4:40,,,,,,,,,,,3,13,,0.5,J,csv_import,,
170,20,AIR,4:20,,,,,,,,,,3,6,24,,1,M,csv_import,,
170,25,AIR,4:00,,,,,,,,,1,7,7,41,,1,O,csv_import,,
170,30,AIR,4:00,,,,,,,,,5,7,7,77,,1.5,Z,csv_import,,
170,35,AIR,3:40,,,,,,,,2,6,6,15,120,,2,Z,csv_import,,
170,40,AIR,3:40,,,,,,,,4,6,9,25,158,,2.5,Z,csv_import,,
170,45,AIR,3:40,,,,,,,,5,7,16,28,197,,2.5,Z,csv_import,,
170,50,AIR,3:20,,,,,,,1,5,11,23,28,244,,3,,csv_import,,
170,55,AIR,3:20,,,,,,,2,7,16,26,28,289,,3.5,,csv_import,,
170,60,AIR,3:20,,,,,,,2,11,21,26,28,344,,4,,csv_import,,
170,70,AIR,3:20,,,,,,7,19,24,25,39,,454,,5,,csv_import,,
170,80,AIR,3:20,,,,,,17,22,23,26,53,,525,,6,,csv_import,,
170,90,AIR,3:00,,,,,8,19,22,23,37,66,,574,,7,,csv_import,,
170,120,AIR,2:40,,,,,9,19,20,22,42,60,94,659,,9,,csv_import,,
170,180,AIR,2:20,,,,10,18,19,40,43,70,97,156,703,,11.5,,csv_import,,
180,4,AIR,,,,,,,,,,,,,,,,A,no_decompression,,
180,5,AIR,,,,,,,,,,,,,,,,B,no_decompression,,
180,6,AIR,,,,,,,,,,,,,,,,E,no_decompression,,
180,10,AIR,5:20,,,,,,,,,,,,8,,0.5,G,csv_import,,
180,15,AIR,4:40,,,,,,,,,,2,3,14,,0.5,K,csv_import,,
180,20,AIR,4:20,,,,,,,,,1,5,7,29,,1,M,csv_import,,
180,25,AIR,4:20,,,,,,,,,5,6,7,57,,1.5,O,csv_import,,
180,30,AIR,4:00,,,,,,,,3,6,6,7,95,,1.5,Z,csv_import,,
180,35,AIR,3:40,,,,,,,1,5,6,6,22,144,,2,Z,csv_import,,
180,40,AIR,3:40,,,,,,,2,6,5,13,28,178,,2.5,,csv_import,,
180,45,AIR,3:40,,,,,,,4,5,10,20,28,235,,3,,csv_import,,
180,50,AIR,3:40,,,,,,,4,8,13,25,29,277,,3.5,,csv_import,,
180,55,AIR,3:40,,,,,,,5,11,19,26,28,336,,4,,csv_import,,
180,60,AIR,3:20,,,,,,1,8,13,23,25,31,406,,4.5,,csv_import,,
180,70,AIR,3:20,,,,,,4,12,21,24,25,48,499,,5.5,,csv_import,,
190,3,AIR,,,,,,,,,,,,,,,,A,no_decompression,,
190,5,AIR,,,,,,,,,,,,,,,,D,no_decompression,,
190,10,AIR,5:20,,,,,,,,,,,2,8,,0.5,H,csv_import,,
190,15,AIR,4:40,,,,,,,,,,1,3,16,,0.5,K,csv_import,,
190,20,AIR,4:20,,,,,,,,,1,2,6,34,,1,N,csv_import,,
190,25,AIR,4:20,,,,,,,,2,6,7,7,72,,1.5,Z,csv_import,,
190,30,AIR,4:00,,,,,,,1,6,5,7,13,122,,2,Z,csv_import,,
190,35,AIR,4:00,,,,,,,4,5,6,8,26,165,,2.5,Z,csv_import,,
190,40,AIR,3:40,,,,,,1,5,5,8,17,28,217,,3,,csv_import,,
190,45,AIR,3:40,,,,,,2,5,6,12,24,29,264,,3.5,,csv_import,,
190,50,AIR,3:40,,,,,,3,5,10,17,26,28,324,,4,,csv_import,,
190,55,AIR,3:40,,,,,,4,8,10,24,25,30,397,,4.5,,csv_import,,
190,60,AIR,3:40,,,,,,5,10,16,24,25,40,454,,5,,csv_import,,
190,90,AIR,3:20,,,,11,19,20,21,28,51,83,626,,,8.5,,csv_import,,
190,120,AIR,3:00,,,,15,17,19,20,37,46,79,113,691,,10.5,,csv_import,,
200,5,AIR,,,,,,,,,,,,,,,,E,no_decompression,9-84,
200,10,AIR,5:40,,,,,,,,,,,3,8,,0.5,H,csv_import,9-84,
200,15,AIR,5:00,,,,,,,,,2,3,5,19,,0.5,L,csv_import,9-84,
200,20,AIR,4:40,,,,,,,,2,4,6,7,43,,1,O,csv_import,9-84,
200,25,AIR,4:20,,,,,,,1,5,6,6,7,85,,1.5,Z,csv_import,9-84,
200,30,AIR,4:20,,,,,,,4,6,5,7,19,145,,2,Z,csv_import,9-84,
200,35,AIR,4:00,,,,,,2,5,5,6,13,28,188,,2.5,,csv_import,9-84,
200,40,AIR,4:00,,,,,,4,5,5,11,21,28,249,,3.5,,csv_import,9-84,
200,45,AIR,3:40,,,,,1,4,5,10,14,25,28,306,,3.5,,csv_import,9-84,
200,50,AIR,3:40,,,,,2,4,8,10,21,26,28,382,,4.5,,csv_import,9-84,
210,4,AIR,,,,,,,,,,,,,,,,D,no_decompression,9-84,
210,5,AIR,6:20,,,,,,,,,,,2,9,,0.5,E,csv_import,9-84,
210,10,AIR,5:40,,,,,,,,,2,3,9,20,,0.5,I,csv_import,9-84,
210,15,AIR,5:00,,,,,,,1,3,3,6,24,,,1,M,csv_import,9-84,
210,20,AIR,4:40,,,,,,,1,3,5,6,7,57,,1,O,csv_import,9-84,
210,25,AIR,4:40,,,,,,3,6,5,7,8,,110,,2,Z,csv_import,9-84,
210,30,AIR,4:20,,,,,,2,5,6,6,6,26,163,,2.5,Z,csv_import,9-84,
210,35,AIR,4:00,,,,,1,4,5,6,7,18,28,223,,3,,csv_import,9-84,
210,40,AIR,4:00,,,,,2,5,5,7,11,26,28,278,,3.5,,csv_import,9-84,
210,45,AIR,4:00,,,,,4,4,6,11,18,26,28,355,,4,,csv_import,9-84,
210,50,AIR,3:40,,,,1,4,5,10,12,23,26,36,432,,5,,csv_import,9-84,
220,4,AIR,,,,,,,,,,,,,,,,E,no_decompression,9-85,
220,5,AIR,6:40,,,,,,,,,,,,3,10:20,0.5,E,csv_import,9-85,
220,10,AIR,6:00,,,,,,,,,,3,4,10,23:40,0.5,J,csv_import,9-85,
220,15,AIR,5:20,,,,,,,,3,2,4,7,28,50:00,1,N,csv_import,9-85,
220,20,AIR,5:00,,,,,,,2,4,6,6,7,70,100:40,1.5,Z,csv_import,9-85,
220,25,AIR,4:40,,,,,,1,5,6,6,6,14,133,176:20,2,Z,csv_import,9-85,
220,30,AIR,4:20,,,,,1,4,5,6,6,10,28,183,248:00,2.5,,csv_import,9-85,
220,35,AIR,4:20,,,,,3,5,5,5,10,22,28,251,334:00,3.5,,csv_import,9-85,
220,40,AIR,4:00,,,,1,4,5,5,9,15,26,28,319,416:40,4,,csv_import,9-85,
250,4,AIR,7:40,,,,,,,,,,,,4,12:20,0.5,F,csv_import,9-85,
250,5,AIR,7:40,,,,,,,,,,,,7,15:20,0.5,G,csv_import,9-85,
250,10,AIR,6:20,,,,,,,,2,2,4,3,15,33:00,0.5,L,csv_import,9-85,
250,15,AIR,5:40,,,,,,2,2,3,4,6,7,53,83:20,1,O,csv_import,9-85,
250,20,AIR,5:20,,,,,2,2,4,6,6,6,11,125,168:00,2,Z,csv_import,9-85,
250,25,AIR,5:00,,,,1,4,4,5,6,6,10,28,189,258:40,2.5,,csv_import,9-85,
250,30,AIR,4:40,,,1,4,4,4,5,6,9,25,28,267,358:20,3.5,,csv_import,9-85,
250,35,AIR,4:40,,,3,4,4,5,5,10,19,26,28,363,472:20,4,,csv_import,9-85,
300,4,AIR,9:00,,,,,,,,,,,3,7,19:40,0.5,G,csv_import,9-86,
300,5,AIR,8:40,,,,,,,,,,3,3,8,23:20,0.5,I,csv_import,9-86,
300,10,AIR,7:20,,,,,,2,3,2,3,4,7,35,64:00,1,N,csv_import,9-86,
300,15,AIR,6:20,,,1,2,2,3,3,5,6,7,11,125,172:00,2,Z,csv_import,9-86,
300,20,AIR,6:00,,2,2,2,4,5,5,5,6,16,28,219,300:40,3,,csv_import,9-86,
300,25,AIR,5:40,1,3,4,4,4,5,5,5,18,26,28,324,433:20,4,,csv_import,9-86,
