depth_fsw,bottom_time_min,gas_mix,time_to_first_stop,stop_130,stop_120,stop_110,stop_100,stop_90,stop_80,stop_70,stop_60,stop_50,stop_40,stop_30,stop_20,total_ascent_time,chamber_o2_periods,repeat_group,section,source_page,notes
180,45,AIR/O2,3:40,,,,,,,4,5,10,20,14,63,130:40,,,csv_import,9-82,
180,50,AIR/O2,3:40,,,,,,,4,8,13,25,15,75,154:40,,,csv_import,9-82,
180,55,AIR/O2,3:40,,,,,,,5,11,19,26,14,87,181:40,,,csv_import,9-82,
180,60,AIR/O2,3:20,,,,,,1,8,13,23,25,16,100,205:20,,,csv_import,9-82,
180,70,AIR/O2,3:20,,,,,,4,12,21,24,25,24,119,253:20,,,csv_import,9-82,
190,5,AIR/O2,6:20,,,,,,,,,,,,0,6:20,,D,csv_import,9-83,
190,10,AIR/O2,5:20,,,,,,,,,,,1,4,11:00,,H,csv_import,9-83,
190,15,AIR/O2,4:40,,,,,,,,,1,3,2,8,19:40,,K,csv_import,9-83,
190,20,AIR/O2,4:20,,,,,,,,1,2,6,4,17,35:20,,,csv_import,9-83,
190,25,AIR/O2,4:20,,,,,,,,2,6,7,3,28,51:20,,,csv_import,9-83,
190,30,AIR/O2,4:00,,,,,,,1,6,5,7,7,38,74:00,,,csv_import,9-83,
190,35,AIR/O2,4:00,,,,,,,4,5,6,8,13,45,91:00,,,csv_import,9-83,
190,40,AIR/O2,3:40,,,,,,1,5,5,8,17,15,58,123:40,,,csv_import,9-83,
190,45,AIR/O2,3:40,,,,,,2,5,6,12,24,15,71,149:40,,,csv_import,9-83,
190,50,AIR/O2,3:40,,,,,,3,5,10,17,26,14,85,179:40,,,csv_import,9-83,
190,55,AIR/O2,3:40,,,,,,4,8,10,24,25,15,99,204:40,,,csv_import,9-83,
190,60,AIR/O2,3:40,,,,,,5,10,16,24,25,20,109,233:40,,,csv_import,9-83,
190,90,AIR/O2,3:20,,,,,11,19,20,21,28,51,41,178,408:20,,,csv_import,9-83,
190,120,AIR/O2,3:00,,,,15,17,19,20,37,46,79,55,219,551:00,,,csv_import,9-83,
